timestep,biomass,catch,effort,recruitment,SSB
0,2.58373e+06,0,67.4722,1614.72,0
1,2.47691e+06,0,51.8471,1750.57,0
2,2.37473e+06,927.025,29.8298,2032.89,0
3,2.27718e+06,568.912,20.5968,2529.27,0
4,2.18376e+06,1341.68,44.7447,3373.35,0
5,2.09322e+06,1654.1,55.3982,4789.81,0
6,2.00595e+06,1290.84,41.9038,7191.72,0
7,1.92254e+06,1470.39,49.7164,11369.4,0
8,1.84238e+06,2052.21,59.6596,18804.6,0
9,1.76509e+06,3217.09,85.2281,32273.5,55896.7
10,1.69025e+06,5648.34,143.467,57021.1,53526.5
11,1.61697e+06,6728.83,156.962,102879,51205.8
12,1.54735e+06,8380.53,186.081,187910,49001.3
13,1.48222e+06,11642.8,257.815,344385,102070
14,1.42251e+06,13397.3,301.139,627750,97958.6
15,1.37413e+06,13830.9,315.344,1.12822e+06,94626.7
16,1.34549e+06,13734.5,311.082,1.98226e+06,92654.9
17,1.34805e+06,16763.6,338.071,3.3771e+06,92831.2
18,1.39426e+06,19070.7,370.032,5.53601e+06,94332
19,1.50493e+06,22435,366.481,8.6701e+06,101820
20,1.70164e+06,21353.4,307.531,1.2889e+07,115129
21,2.00977e+06,36276.5,436.794,1.80843e+07,135976
22,2.42587e+06,38814.7,370.742,2.38321e+07,56609.8
23,2.96055e+06,48750.5,381.396,2.9382e+07,69087.2
24,3.58499e+06,72610,444.606,3.37875e+07,83658.9
25,4.24498e+06,67604.2,341.622,3.61673e+07,99060.6
26,4.91853e+06,60429,266.338,3.60031e+07,125707
27,5.55522e+06,116944,441.055,3.33314e+07,141979
28,6.04653e+06,146754,511.368,2.87302e+07,154536
29,6.39397e+06,148713,477.277,2.31057e+07,163415
30,6.61913e+06,158006,490.061,1.7392e+07,169170
31,6.72253e+06,168009,517.05,1.23027e+07,21529.1
32,6.72038e+06,171150,524.863,8.21927e+06,21522.3
33,6.6397e+06,179082,570.318,5.21634e+06,21263.8
34,6.49437e+06,175591,573.869,3.16551e+06,20798.4
35,6.31159e+06,143527,494.323,1.85012e+06,29291.3
36,6.1321e+06,141767,503.556,1.04955e+06,28458.3
37,5.93331e+06,147072,547.59,582671,27535.8
38,5.71405e+06,128145,509.238,319285,26518.2
39,5.5031e+06,115281,482.249,174204,0
40,5.29711e+06,97756.1,467.334,95475.3,0
41,5.10285e+06,67466.8,358.668,53031.8,0
42,4.93452e+06,70839.2,379.975,30111.8,0
43,4.75919e+06,56684.8,348.015,17618.6,0
44,4.59563e+06,42337.5,304.69,10708,6752.59
45,4.44465e+06,31330,259.946,6815.25,6530.74
46,4.30338e+06,20818.8,215.201,4569.82,6323.18
47,4.17175e+06,19940.2,203.127,3242.26,6129.77
48,4.04049e+06,14463.2,174.718,2451.56,0
49,3.91468e+06,6857.83,102.274,1987.85,0
50,3.79671e+06,4373.23,83.8076,1726.28,0
51,3.68169e+06,2870.3,57.5289,1606.81,0
52,3.56887e+06,3070.06,67.4722,0.147092,0
53,3.45686e+06,2300.25,51.8471,0.159466,0
54,3.34689e+06,1306.53,29.8298,0.185184,0
55,3.23936e+06,809.294,20.5968,0.230402,0
56,3.13397e+06,1925.48,44.7447,0.307292,0
57,3.02925e+06,2393.76,55.3982,0.436323,0
58,2.92603e+06,1882.91,41.9038,0.655123,0
59,2.8254e+06,2160.91,49.7164,1.03569,0
60,2.72667e+06,3037.22,59.6596,1.71299,0
61,2.62934e+06,4792.28,85.2281,2.93992,83265.5
62,2.53262e+06,8463.32,143.467,5.19428,80202.6
63,2.43474e+06,10131.9,156.962,9.37168,77103
64,2.33783e+06,12661.8,186.081,17.1175,74034
65,2.24112e+06,17604,257.815,31.3714,154331
66,2.14233e+06,20176.6,301.139,57.1843,147528
67,2.04397e+06,20573,315.344,102.774,140754
68,1.94825e+06,19887.2,311.082,180.572,134162
69,1.85622e+06,23082.8,338.071,307.634,127825
70,1.76401e+06,24128.3,370.032,504.298,119349
71,1.67381e+06,24952.6,366.481,789.795,113246
72,1.58583e+06,19900.1,307.531,1174.11,107293
73,1.50581e+06,27180.1,436.794,1647.37,101879
74,1.4214e+06,22742.8,370.742,2170.96,33169.6
75,1.34431e+06,22136.4,381.396,2676.53,31370.7
76,1.27055e+06,25733.6,444.606,3077.84,29649.5
77,1.1959e+06,19045.4,341.622,3294.63,27907.3
78,1.13051e+06,13889.5,266.338,3279.67,28893.4
79,1.07257e+06,22578.8,441.055,3036.3,27412.4
80,1.00819e+06,24469.7,511.368,2617.15,25767.1
81,944338,21963.8,477.277,2104.79,24135.1
82,885329,21133.8,490.061,1584.31,22627
83,829349,20727.1,517.05,1120.71,2656.02
84,775884,19759.6,524.863,748.727,2484.79
85,725404,19565.1,570.318,475.177,2323.13
