timestep,YearType,Year,Week,EstimatedFishingMort,EstimatedBiomass,EstimatedCatches
880,BiologicalYear,2005,48,0.0303533,35130.4,1027.14
881,BiologicalYear,2005,49,0.0344842,33525.5,1111.35
882,BiologicalYear,2005,50,0.0378967,32008.2,1164.09
883,BiologicalYear,2005,51,0.0330474,30655.7,974.565
884,BiologicalYear,2005,52,0.0316105,29766.2,905.786
885,BiologicalYear,2006,1,0.0501137,30304.6,1448.69
886,BiologicalYear,2006,2,0.0452198,31070.5,1343.49
887,BiologicalYear,2006,3,0.0313211,32917.8,992.66
888,BiologicalYear,2006,4,0.0456113,36321.2,1583.82
889,BiologicalYear,2006,5,0.0584206,40579.1,2252.19
890,BiologicalYear,2006,6,0.055924,45881.3,2440.64
891,BiologicalYear,2006,7,0.0701547,52969.9,3510.11
892,BiologicalYear,2006,8,0.0661601,61143,3828.5
893,BiologicalYear,2006,9,0.0624152,71282.4,4218.48
894,BiologicalYear,2006,10,0.0947576,83300.1,7366.56
895,BiologicalYear,2006,11,0.117454,94170.4,10209
896,BiologicalYear,2006,12,0.108092,103838,10407.1
897,BiologicalYear,2006,13,0.112631,114518,11933.1
898,BiologicalYear,2006,14,0.113993,124222,13092.1
899,BiologicalYear,2006,15,0.10593,132638,13041.4
900,BiologicalYear,2006,16,0.135679,140339,17420
901,BiologicalYear,2006,17,0.106208,142154,14011.9
902,BiologicalYear,2006,18,0.0730768,145636,10038.3
903,BiologicalYear,2006,19,0.113062,151094,15801.4
904,BiologicalYear,2006,20,0.114993,148368,15766.4
905,BiologicalYear,2006,21,0.0750072,143406,10136.1
906,BiologicalYear,2006,22,0.102134,142093,13495.4
907,BiologicalYear,2006,23,0.0947292,135422,11972.5
908,BiologicalYear,2006,24,0.0681744,128642,8292
909,BiologicalYear,2006,25,0.0658764,124219,7745.75
910,BiologicalYear,2006,26,0.0676637,119190,7627.12
911,BiologicalYear,2006,27,0.0552391,113339,5957.19
912,BiologicalYear,2006,28,0.0503713,108437,5209.75
913,BiologicalYear,2006,29,0.0325932,103699,3252.07
914,BiologicalYear,2006,30,0.0330165,100474,3191.2
915,BiologicalYear,2006,31,0.0267818,96928.5,2504.94
916,BiologicalYear,2006,32,0.0132235,93778.5,1204.67
917,BiologicalYear,2006,33,0.00769976,91700.7,687.791
918,BiologicalYear,2006,34,0.0107127,89938.6,937.139
919,BiologicalYear,2006,35,0.0100772,87756.4,860.428
920,BiologicalYear,2006,36,0.00326829,85522.9,272.875
921,BiologicalYear,2006,37,0.000817072,83779.4,66.9092
922,BiologicalYear,2006,38,0.0019065,82156.9,153.015
923,BiologicalYear,2006,39,0.003813,80381.5,299.135
924,BiologicalYear,2006,40,0.00615981,78416.2,470.881
925,BiologicalYear,2006,41,0.00321381,76258.6,239.267
926,BiologicalYear,2006,42,0.00803454,74334.3,581.681
927,BiologicalYear,2006,43,0.00709717,72084.4,498.498
928,BiologicalYear,2006,44,0.00880168,69962,599.511
929,BiologicalYear,2006,45,0.0100591,67803.6,663.604
930,BiologicalYear,2006,46,0.0121023,65674.5,772.545
931,BiologicalYear,2006,47,0.0243618,63562.5,1496.01
932,BiologicalYear,2006,48,0.0333808,60898.8,1955.22
933,BiologicalYear,2006,49,0.0353656,58015.7,1971.48
934,BiologicalYear,2006,50,0.0341025,55428.7,1817.43
935,BiologicalYear,2006,51,0.0270655,53387.5,1394.12
936,BiologicalYear,2006,52,0.0364482,52258.6,1829.23
937,BiologicalYear,2007,1,0.040937,50764.6,1991.36
938,BiologicalYear,2007,2,0.0274809,49713,1317.82
939,BiologicalYear,2007,3,0.0214161,50094,1037.97
940,BiologicalYear,2007,4,0.0435904,51676.7,2155.71
941,BiologicalYear,2007,5,0.0319058,53250,1635.3
942,BiologicalYear,2007,6,0.0406074,56683.4,2206
943,BiologicalYear,2007,7,0.052693,61059.3,3065.23
944,BiologicalYear,2007,8,0.0497924,66241.9,3146.84
945,BiologicalYear,2007,9,0.0428487,73110.5,2999.04
946,BiologicalYear,2007,10,0.0510889,81886.5,3988.78
947,BiologicalYear,2007,11,0.0829508,91269.7,7106.56
948,BiologicalYear,2007,12,0.0796547,98806.8,7399.65
949,BiologicalYear,2007,13,0.0725132,107003,7320.59
950,BiologicalYear,2007,14,0.0748315,115766,8164.03
951,BiologicalYear,2007,15,0.0934048,123623,10783.5
952,BiologicalYear,2007,16,0.0807534,128221,9729.72
953,BiologicalYear,2007,17,0.0944815,132875,11718
954,BiologicalYear,2007,18,0.101453,134104,12655.9
955,BiologicalYear,2007,19,0.0875696,132750,10887.3
956,BiologicalYear,2007,20,0.0955791,131491,11724.3
957,BiologicalYear,2007,21,0.0950451,127666,11322.7
958,BiologicalYear,2007,22,0.0699588,122646,8105.33
959,BiologicalYear,2007,23,0.0751501,119469,8459.74
960,BiologicalYear,2007,24,0.0551265,114669,6015.13
961,BiologicalYear,2007,25,0.0731725,111294,7680.86
962,BiologicalYear,2007,26,0.0657563,105334,6556.57
963,BiologicalYear,2007,27,0.0458987,99811,4379.15
964,BiologicalYear,2007,28,0.0418006,95935.4,3841.04
965,BiologicalYear,2007,29,0.0463085,92149.2,4078.27
966,BiologicalYear,2007,30,0.0405712,87765.6,3412.66
967,BiologicalYear,2007,31,0.0246325,83784.8,1993.62
968,BiologicalYear,2007,32,0.0153953,81024.8,1210.48
969,BiologicalYear,2007,33,0.0158815,78875.5,1215.29
970,BiologicalYear,2007,34,0.0051858,76573.3,387.294
971,BiologicalYear,2007,35,0.00263685,74988.7,193.098
972,BiologicalYear,2007,36,0.00158211,73497,113.613
973,BiologicalYear,2007,37,0.00210948,72002.6,148.366
974,BiologicalYear,2007,38,0.00131842,70409.6,90.7126
975,BiologicalYear,2007,39,0.000791054,68829.1,53.2197
976,BiologicalYear,2007,40,0.00233361,67255.6,153.292
977,BiologicalYear,2007,41,0.00246325,65566.1,157.733
978,BiologicalYear,2007,42,0.00181503,63873.2,113.26
979,BiologicalYear,2007,43,0.00181503,62240.2,110.364
980,BiologicalYear,2007,44,0.00593455,60639.8,350.859
981,BiologicalYear,2007,45,0.00547805,58847.1,314.366
982,BiologicalYear,2007,46,0.0118691,57163.6,659.548
983,BiologicalYear,2007,47,0.0124778,55232.8,669.75
984,BiologicalYear,2007,48,0.0174691,53426.6,904.761
985,BiologicalYear,2007,49,0.0209629,51559.2,1045.96
986,BiologicalYear,2007,50,0.0277759,49778,1333.52
987,BiologicalYear,2007,51,0.0258543,48003.1,1198.14
988,BiologicalYear,2007,52,0.0256796,46741.3,1158.86
989,BiologicalYear,2008,1,0.029483,45537.3,1293.8
990,BiologicalYear,2008,2,0.0323695,44643.5,1390.6
991,BiologicalYear,2008,3,0.0451523,44213,1908.97
992,BiologicalYear,2008,4,0.0369053,43956.3,1557.56
993,BiologicalYear,2008,5,0.0462788,44897.6,1985.8
994,BiologicalYear,2008,6,0.0546931,46394.9,2415.1
995,BiologicalYear,2008,7,0.0512748,48591.3,2375.33
996,BiologicalYear,2008,8,0.0381274,52074.9,1905.2
997,BiologicalYear,2008,9,0.0242031,57342.5,1340.94
998,BiologicalYear,2008,10,0.0212151,64477.9,1323.6
999,BiologicalYear,2008,11,0.0609561,72822.3,4211.88
1000,BiologicalYear,2008,12,0.0708166,79202.5,5296.23
1001,BiologicalYear,2008,13,0.0567728,85178.3,4597.87
1002,BiologicalYear,2008,14,0.0822847,92228.6,7125.87
1003,BiologicalYear,2008,15,0.0802349,96655.9,7289.22
1004,BiologicalYear,2008,16,0.0764281,100503,7233.22
1005,BiologicalYear,2008,17,0.0849202,103662,8255.16
1006,BiologicalYear,2008,18,0.101653,104766,9905.67
1007,BiologicalYear,2008,19,0.0824843,102996,7976.3
1008,BiologicalYear,2008,20,0.0778373,101949,7467.38
1009,BiologicalYear,2008,21,0.0746425,100178,7047.53
1010,BiologicalYear,2008,22,0.0658863,97661,6090.61
1011,BiologicalYear,2008,23,0.052978,95058.7,4797.17
1012,BiologicalYear,2008,24,0.0365736,92845.7,3260.9
1013,BiologicalYear,2008,25,0.0155976,91401.6,1383.31
1014,BiologicalYear,2008,26,0.010757,91193.1,954.113
1015,BiologicalYear,2008,27,0.00869341,90848.1,768.951
1016,BiologicalYear,2008,28,0.0111454,90214.1,977.766
1017,BiologicalYear,2008,29,0.00312071,88975.7,271.093
1018,BiologicalYear,2008,30,0.00468107,88132.5,402.474
1019,BiologicalYear,2008,31,0.00282071,86888.4,239.319
1020,BiologicalYear,2008,32,0.00158665,85591.4,132.689
1021,BiologicalYear,2008,33,0.00211553,84222.6,174.044
1022,BiologicalYear,2008,34,0.0031733,82665.7,256.105
1023,BiologicalYear,2008,35,0.000860556,80909.5,68.0547
1024,BiologicalYear,2008,36,0.00229482,79251,177.633
1025,BiologicalYear,2008,37,0.00114741,77409.4,86.8019
1026,BiologicalYear,2008,38,0.00114741,75606,84.7797
1027,BiologicalYear,2008,39,0.000573704,73766.2,41.3701
1028,BiologicalYear,2008,40,0.00112828,71946,79.3318
1029,BiologicalYear,2008,41,0.00112828,70076.8,77.2707
1030,BiologicalYear,2008,42,0.0019745,68212.3,131.571
1031,BiologicalYear,2008,43,0.00169243,66309.1,109.644
1032,BiologicalYear,2008,44,0.00364183,64457.4,229.125
1033,BiologicalYear,2008,45,0.00546274,62529.9,333.109
1034,BiologicalYear,2008,46,0.0124153,60561.4,730.711
1035,BiologicalYear,2008,47,0.00910456,58282.1,516.533
1036,BiologicalYear,2008,48,0.00893186,56333,489.831
1037,BiologicalYear,2008,49,0.0228047,54549.2,1202.74
1038,BiologicalYear,2008,50,0.029076,52232.4,1463.82
1039,BiologicalYear,2008,51,0.0298362,49897.9,1434.42
1040,BiologicalYear,2008,52,0.0600525,47899,2730.52
1041,BiologicalYear,2009,1,0.0234126,45446.3,1028.43
1042,BiologicalYear,2009,2,0.0258139,45342.5,1129.98
1043,BiologicalYear,2009,3,0.0266143,45895.4,1178.76
1044,BiologicalYear,2009,4,0.0374201,47334.3,1700.23
1045,BiologicalYear,2009,5,0.0385366,49379.9,1825.62
1046,BiologicalYear,2009,6,0.0428752,52639.1,2160.59
1047,BiologicalYear,2009,7,0.0461929,57089.5,2520.46
1048,BiologicalYear,2009,8,0.032922,62858.8,1990.86
1049,BiologicalYear,2009,9,0.0223308,70937.5,1531.94
1050,BiologicalYear,2009,10,0.0507519,81239.8,3931.83
1051,BiologicalYear,2009,11,0.0591622,90699.7,5095.99
1052,BiologicalYear,2009,12,0.0623523,100312,5930.66
1053,BiologicalYear,2009,13,0.0632224,110025,6592.88
1054,BiologicalYear,2009,14,0.0682106,119536,7709
1055,BiologicalYear,2009,15,0.0642316,127849,7779.32
1056,BiologicalYear,2009,16,0.0869685,135517,11041.2
1057,BiologicalYear,2009,17,0.0815685,138798,10634.4
1058,BiologicalYear,2009,18,0.0738553,141097,9825.28
1059,BiologicalYear,2009,19,0.0479214,142598,6525.63
1060,BiologicalYear,2009,20,0.0637073,145753,8798.65
1061,BiologicalYear,2009,21,0.0639892,144848,8781.44
1062,BiologicalYear,2009,22,0.0514189,142314,6975.94
1063,BiologicalYear,2009,23,0.0548121,140136,7310.24
1064,BiologicalYear,2009,24,0.053768,136307,6978.67
1065,BiologicalYear,2009,25,0.0472428,131706,5943.82
1066,BiologicalYear,2009,26,0.0417616,127238,5089.66
1067,BiologicalYear,2009,27,0.0276926,122884,3282.24
1068,BiologicalYear,2009,28,0.0250964,119754,2902.49
1069,BiologicalYear,2009,29,0.00930297,116508,1054.97
1070,BiologicalYear,2009,30,0.0250964,114725,2780.58
1071,BiologicalYear,2009,31,0.0119774,110859,1290.69
1072,BiologicalYear,2009,32,0.00667315,108247,704
1073,BiologicalYear,2009,33,0.00684426,106010,707.07
1074,BiologicalYear,2009,34,0.00307992,103591,311.503
1075,BiologicalYear,2009,35,0.00389775,101429,385.834
1076,BiologicalYear,2009,36,0.0027841,99075.8,269.351
1077,BiologicalYear,2009,37,0.0027841,96752,263.033
1078,BiologicalYear,2009,38,0.00361934,94368.7,333.382
1079,BiologicalYear,2009,39,0.00515059,91870.3,461.517
1080,BiologicalYear,2009,40,0.0064336,89220.4,559.497
1081,BiologicalYear,2009,41,0.00438032,86470.3,369.568
1082,BiologicalYear,2009,42,0.00383278,83926,313.942
1083,BiologicalYear,2009,43,0.00396967,81465,315.599
1084,BiologicalYear,2009,44,0.0080333,79045.7,618.453
1085,BiologicalYear,2009,45,0.0160666,76387.2,1190.56
1086,BiologicalYear,2009,46,0.0170306,73252.5,1209.63
1087,BiologicalYear,2009,47,0.012532,70232,855.305
1088,BiologicalYear,2009,48,0.0180758,67726,1186.39
1089,BiologicalYear,2009,49,0.0167847,65081.3,1059.31
1090,BiologicalYear,2009,50,0.0162313,62810,988.904
1091,BiologicalYear,2009,51,0.0215803,60913,1271.71
1092,BiologicalYear,2009,52,0.0184447,59116.7,1056.52
1093,BiologicalYear,2010,1,0.0148099,58114.9,835.444
1094,BiologicalYear,2010,2,0.0138226,57971.4,778.203
1095,BiologicalYear,2010,3,0.0124403,58676.6,709.388
1096,BiologicalYear,2010,4,0.0252756,60427,1474.9
1097,BiologicalYear,2010,5,0.0261914,62593.2,1582.41
1098,BiologicalYear,2010,6,0.0216583,66063.2,1384.17
1099,BiologicalYear,2010,7,0.0407981,71347.7,2789.48
1100,BiologicalYear,2010,8,0.0287098,76983.1,2130.68
1101,BiologicalYear,2010,9,0.0300491,85163.3,2465.41
1102,BiologicalYear,2010,10,0.0495095,94858.7,4481.31
1103,BiologicalYear,2010,11,0.0472201,104209,4700.66
1104,BiologicalYear,2010,12,0.0503681,114770,5513.65
1105,BiologicalYear,2010,13,0.0434997,125525,5225.66
1106,BiologicalYear,2010,14,0.0560917,137095,7313.96
1107,BiologicalYear,2010,15,0.0650664,146480,9025.11
1108,BiologicalYear,2010,16,0.0566526,153509,8269.29
1109,BiologicalYear,2010,17,0.0659078,160227,9995.69
1110,BiologicalYear,2010,18,0.0522958,163706,8157.85
1111,BiologicalYear,2010,19,0.0620317,167348,9844.63
1112,BiologicalYear,2010,20,0.0728803,167422,11510
1113,BiologicalYear,2010,21,0.0820599,163955,12634.4
1114,BiologicalYear,2010,22,0.0615578,157610,9203.06
1115,BiologicalYear,2010,23,0.0656788,153215,9526.08
1116,BiologicalYear,2010,24,0.0528006,147134,7400.97
1117,BiologicalYear,2010,25,0.0594973,142072,8026.26
1118,BiologicalYear,2010,26,0.046104,135424,5967.64
1119,BiologicalYear,2010,27,0.0320238,130104,4010.01
1120,BiologicalYear,2010,28,0.0269,126147,3274.24
1121,BiologicalYear,2010,29,0.0298889,122427,3525.56
1122,BiologicalYear,2010,30,0.013023,118048,1493.59
1123,BiologicalYear,2010,31,0.0141832,115403,1589.29
1124,BiologicalYear,2010,32,0.00962431,112390,1052.67
1125,BiologicalYear,2010,33,0.00489658,109705,523.997
1126,BiologicalYear,2010,34,0.00303925,107376,318.629
1127,BiologicalYear,2010,35,0.00219788,105108,225.647
1128,BiologicalYear,2010,36,0.00425839,102816,427.222
1129,BiologicalYear,2010,37,0.00329682,100232,322.593
1130,BiologicalYear,2010,38,0.00192314,97691.1,183.534
1131,BiologicalYear,2010,39,0.00343419,95246.9,319.301
1132,BiologicalYear,2010,40,0.000945546,92641.3,85.6148
1133,BiologicalYear,2010,41,0.00135078,90263.7,119.144
1134,BiologicalYear,2010,42,0.00162094,87858.9,139.145
1135,BiologicalYear,2010,43,0.00162094,85457.9,135.342
1136,BiologicalYear,2010,44,0.00396362,83102.5,321.453
1137,BiologicalYear,2010,45,0.00507344,80622.9,398.963
1138,BiologicalYear,2010,46,0.00919561,78153.9,699.545
1139,BiologicalYear,2010,47,0.0130007,75502.1,953.655
1140,BiologicalYear,2010,48,0.0145609,72754.3,1028.44
1141,BiologicalYear,2010,49,0.0207494,70135.3,1408.45
1142,BiologicalYear,2010,50,0.0216594,67395.4,1412.15
1143,BiologicalYear,2010,51,0.0258457,64983.6,1621.43
1144,BiologicalYear,2010,52,0.0209314,62779.1,1271.67
