Targeted q,4.30641,0.0264033
Nontargeted q,2,22.0655
sigma,0.782115,0.0358567
Biomass1,0.207306,0.00586828
Biomass2,0.187298,0.00438132
vm_mean,-0.970731,0.00208394
vm_sigma,5.40825,0.0428694
Recruit year 1,1.30417,0.00531416
Recruit year 2,4.40168,0.0116486
Recruit year 3,3.61712,0.00914534
Recruit year 4,0.743135,0.00375359
