timestep,biomass,catch,effort,recruitment,SSB
0,20730.6,0,1.30432,462.575,0
1,18729.8,0,1.00883,826.98,0
2,16922.3,4.21625,0.591754,1526.05,0
3,15306.6,2.44064,0.378687,2880.53,0
4,13892.8,5.44807,0.931446,5510.74,0
5,12713.3,6.41247,1.19811,10584.3,0
6,11850.7,4.86749,0.975597,20215.2,0
7,11462.5,5.59571,1.15959,38034.8,0
8,11820.2,8.40454,1.68914,69853.3,0
9,13369.3,15.5564,2.76488,124128,423.377
10,16776.6,35.8014,5.07324,211652,531.279
11,22936.6,60.9617,6.32026,343640,726.352
12,32919.1,113.899,8.23108,527574,1042.48
13,47747.3,239.707,11.9526,761180,3288.03
14,68063.8,409.816,14.3424,1.02667e+06,4687.08
15,93851,603.985,15.3331,1.289e+06,6462.87
16,124170,810.442,15.5513,1.50155e+06,8550.75
17,157155,1250.09,18.9667,1.61935e+06,10822.2
18,190091,1663.56,20.8753,1.61507e+06,12861.1
19,220463,2103.28,22.7663,1.48972e+06,14916
20,246202,1976.3,19.1406,1.27227e+06,16657.4
21,266712,3082.67,27.6099,1.00833e+06,18045
22,280460,2872.37,24.4488,744075,6544.79
23,289253,3049.04,25.1674,513465,6749.98
24,293545,3808.62,31.0162,333118,6850.14
25,293691,2993.8,24.3337,204446,6853.55
26,292161,2296.01,18.7374,119538,7466.97
27,289511,3904.72,32.2503,67102.2,7399.25
28,283891,4417.2,37.2449,36466.9,7255.63
29,276783,4126.16,35.6724,19356.6,7073.95
30,269254,4120.14,36.6238,10127.8,6881.53
31,261190,4185.29,38.3658,5272.9,836.471
32,252651,4125.81,39.105,2757.89,809.122
33,243864,4218.7,41.4469,1462.9,780.981
34,234757,4071.17,41.55,794.233,751.818
35,225643,3288.53,34.8684,445.357,1047.18
36,217210,3218.57,35.4559,260.206,1008.05
37,208778,3317.95,38.0479,159.584,968.913
38,200217,2877.52,34.3815,103.446,929.183
39,192104,2578.27,32.0912,71.4434,0
40,184319,2178.28,28.2346,52.8346,0
41,176980,1496.99,20.1737,41.907,0
42,170377,1565.12,21.9174,35.8764,0
43,163766,1247.58,18.1614,33.3081,0
44,157547,927.868,14.028,33.3928,231.492
45,151728,683.457,10.7216,36.1626,222.942
46,146236,451.904,7.35009,42.471,214.873
47,141061,430.682,7.26179,53.8069,207.268
48,135995,310.882,5.43496,73.0987,0
49,131143,146.667,2.65739,106.321,0
50,126551,93.049,1.74674,164.677,0
51,122111,60.7653,1.18203,269.447,0
52,117801,64.6832,1.30432,238.337,0
53,113592,48.245,1.00883,426.092,0
54,109510,27.2848,0.591754,786.281,0
55,105568,16.8328,0.378687,1484.16,0
56,101769,39.9086,0.931446,2839.35,0
57,98105.8,49.4836,1.19811,5453.42,0
58,94640.6,38.872,0.975597,10415.7,0
59,91478.6,44.6576,1.15959,19597,0
60,88748.8,63.1034,1.68914,35991.1,0
61,86673.4,100.852,2.76488,63955.6,2744.76
62,85582.6,182.634,5.07324,109051,2710.22
63,85904.4,228.32,6.32026,177057,2720.41
64,88232.5,305.283,8.23108,271827,2794.13
65,93080.2,467.294,11.9526,392190,6409.79
66,100734,606.528,14.3424,528981,6936.89
67,111235,715.864,15.3331,664144,7660.02
68,124143,810.266,15.5513,773657,8548.89
69,138517,1101.84,18.9667,834354,9538.73
70,152882,1337.94,20.8753,832146,10343.6
71,165986,1583.55,22.7663,767560,11230.2
72,176765,1418.92,19.1406,655526,11959.5
73,185029,2138.58,27.6099,519532,12518.6
74,189739,1943.25,24.4488,383376,4427.75
75,192063,2024.55,25.1674,264557,4481.96
76,192153,2493.1,31.0162,171636,4484.06
77,190105,1937.87,24.3337,105339,4436.27
78,187401,1472.73,18.7374,61590.5,4789.56
79,184293,2485.62,32.2503,34573.7,4710.13
80,179537,2793.5,37.2449,18789.2,4588.56
81,174039,2594.49,35.6724,9973.25,4448.04
82,168440,2577.48,36.6238,5218.24,4304.95
83,162644,2606.19,38.3658,2716.81,520.872
84,156669,2558.41,39.105,1420.97,501.737
85,150643,2606.03,41.4469,753.744,482.439
86,144510,2506.1,41.55,409.22,462.798
87,138452,2017.81,34.8684,229.465,642.54
88,132882,1969.01,35.4559,134.068,616.689
89,127372,2024.22,38.0479,82.2241,591.116
90,121837,1751.04,34.3815,53.2992,565.43
91,116623,1565.21,32.0912,36.8104,0
92,111649,1319.47,28.2346,27.2225,0
