timestep,biomass,catch,effort,recruitment,SSB
0,20730.6,0,14.5481,462.575,0
1,18729.8,0,11.2523,826.98,0
2,16951.2,47.0472,6.60033,1526.05,0
3,15393.6,27.3548,4.22381,2880.53,0
4,14046.1,61.3133,10.3892,5510.74,0
5,12894.9,72.3572,13.3636,10584.3,0
6,12045.7,55.0677,10.8817,20215.2,0
7,11681,63.4435,12.9338,38034.8,0
8,12049.3,95.211,18.8404,69853.3,0
9,13576.2,175.146,30.839,124128,429.93
10,16885.9,397.534,56.5862,211652,534.74
11,22743,665.061,70.4952,343640,720.221
12,32172.3,1219.69,91.8081,527574,1018.83
13,45923.3,2506.03,133.317,761180,3162.42
14,63945.5,4163.67,159.973,1.02667e+06,4403.49
15,85862,5962.95,171.023,1.289e+06,5912.72
16,110594,7785.84,173.457,1.50155e+06,7615.85
17,136256,11605.6,211.551,1.61935e+06,9383
18,158301,14773.9,232.84,1.61507e+06,10710.3
19,174866,17719.5,253.932,1.48972e+06,11831
20,184171,15824.2,213.492,1.27227e+06,12460.5
21,190114,23100.4,307.957,1.00833e+06,12862.6
22,183047,19841,272.698,744075,4271.57
23,174345,19420.6,280.713,513465,4068.5
24,162045,21944.3,345.95,333118,3781.46
25,144151,15555.7,271.415,204446,3363.9
26,130713,11004.8,208.994,119538,3340.73
27,120551,16926.1,359.715,67102.2,3081
28,103483,16586.9,415.424,36466.9,2644.8
29,86280.4,13293.9,397.885,19356.6,2205.13
30,72185.3,11393.7,408.496,10127.8,1844.89
31,59918.7,9867.54,427.926,5272.9,191.891
32,49187.3,8242.27,436.171,2757.89,157.524
33,40141.3,7090.86,462.293,1462.9,128.554
34,32327.1,5723.35,463.442,794.233,103.529
35,25974.7,3919.21,388.916,445.357,120.545
36,21516.5,3296.75,395.469,260.206,99.8557
37,17747.5,2900.61,424.381,159.584,82.364
38,14438.4,2150.56,383.486,103.446,67.007
39,11940.5,1668.87,357.94,71.4434,0
40,9972.88,1237.4,314.924,52.8346,0
41,8476.47,765.757,225.014,41.907,0
42,7481.87,731.334,244.463,35.8764,0
43,6543.12,534.658,202.569,33.3081,0
44,5821.6,371.026,156.466,33.3928,8.55397
45,5279.54,259.184,119.587,36.1626,7.7575
46,4861.28,164.916,81.9817,42.471,7.14293
47,4546.46,152.415,80.9968,53.8069,6.68034
48,4251.61,107.137,60.6207,73.0987,0
49,4009.33,49.7261,29.6401,106.321,0
50,3830.83,31.2981,19.4828,164.677,0
51,3676.74,20.3552,13.1842,269.447,0
52,3536.21,21.5961,14.5481,218.11,0
53,3401.21,16.0773,11.2523,389.931,0
54,3281.74,9.10832,6.60033,719.551,0
55,3185.35,5.66044,4.22381,1358.2,0
56,3120.47,13.6213,10.3892,2598.38,0
57,3098.96,17.3892,13.3636,4990.6,0
58,3168.55,14.4853,10.8817,9531.72,0
59,3413.9,18.5421,12.9338,17933.9,0
60,3961.54,31.3031,18.8404,32936.6,0
61,5017.72,64.7334,30.839,58527.8,158.9
62,6881.31,162.002,56.5862,99796.4,217.916
63,9917.37,290.008,70.4952,162030,314.061
64,14602.3,553.593,91.8081,248757,462.424
65,21291.8,1161.89,133.317,358905,1466.22
66,29963.5,1951.01,159.973,484087,2063.38
67,40436.9,2808.27,171.023,607779,2784.61
68,52205.8,3675.3,173.457,707998,3595.06
69,64386.2,5484.1,211.551,763544,4433.84
70,74836.5,6984.31,232.84,761523,5063.25
71,82681.4,8378.26,253.932,702418,5594.01
72,87086.5,7482.57,213.492,599892,5892.05
73,89899.4,10923.5,307.957,475440,6082.36
74,86559.4,9382.45,272.698,350840,2019.94
75,82446.6,9183.9,280.713,242105,1923.97
76,76632.9,10377.7,345.95,157069,1788.3
77,68174.1,7356.81,271.415,96398.8,1590.91
78,61822,5204.83,208.994,56363.4,1580.03
79,57018.9,8005.82,359.715,31639.4,1457.27
80,48949.1,7845.83,415.424,17194.6,1251.03
