timestep,biomass,catch,effort,recruitment,SSB
0,20730.6,0,1.50498,462.575,0
1,18729.8,0,1.16403,826.98,0
2,16922.7,4.86493,0.682793,1526.05,0
3,15308,2.81634,0.436946,2880.53,0
4,13895.2,6.28711,1.07475,5510.74,0
5,12716.1,7.40035,1.38244,10584.3,0
6,11853.8,5.6176,1.12569,20215.2,0
7,11465.9,6.45827,1.33798,38034.8,0
8,11823.8,9.7,1.94901,69853.3,0
9,13372.7,17.9525,3.19024,124128,423.483
10,16778.5,41.3071,5.85374,211652,531.34
11,22934,70.3178,7.2926,343640,726.268
12,32907.9,131.342,9.49739,527574,1042.12
13,47719.2,276.314,13.7914,761180,3286.09
14,67998.7,472.19,16.549,1.02667e+06,4682.6
15,93721.8,695.596,17.692,1.289e+06,6453.97
16,123946,932.958,17.9438,1.50155e+06,8535.29
17,156802,1438.28,21.8846,1.61935e+06,10797.9
18,189541,1912.63,24.0869,1.61507e+06,12823.9
19,219652,2416.13,26.2688,1.48972e+06,14861.1
20,245063,2268.37,22.0853,1.27227e+06,16580.4
21,265268,3534.48,31.8576,1.00833e+06,17947.4
22,278550,3289.06,28.2101,744075,6500.22
23,286916,3486.82,29.0393,513465,6695.45
24,290767,4348.55,35.7879,333118,6785.31
25,290376,3412.67,28.0774,204446,6776.18
26,288443,2613.92,21.62,119538,7371.95
27,285505,4438.41,37.2119,67102.2,7296.87
28,279390,5009.84,42.9749,36466.9,7140.59
29,271743,4668.8,41.1605,19356.6,6945.14
30,263742,4651.1,42.2582,10127.8,6740.66
31,255236,4713.16,44.2682,5272.9,817.401
32,246274,4634.46,45.1212,2757.89,788.702
33,237102,4726.35,47.8234,1462.9,759.329
34,227630,4548.69,47.9423,794.233,728.993
35,218198,3665.06,40.2327,445.357,1012.63
36,209564,3578.84,40.9106,260.206,972.563
37,200961,3680.47,43.9015,159.584,932.636
38,192240,3184.34,39.6709,103.446,892.161
39,184035,2846.96,37.0283,71.4434,0
40,176205,2400.53,32.5783,52.8346,0
41,168875,1647.11,23.2773,41.907,0
42,162360,1719.7,25.2893,35.8764,0
43,155836,1369,20.9554,33.3081,0
44,149741,1017.1,16.1862,33.3928,220.022
45,144079,748.58,12.371,36.1626,211.702
46,138767,494.674,8.48087,42.471,203.897
47,133792,471.221,8.37898,53.8069,196.587
48,128927,340.005,6.27111,73.0987,0
49,124283,160.366,3.06622,106.321,0
50,119912,101.726,2.01546,164.677,0
51,115693,66.4261,1.36388,269.447,0
52,111602,70.7041,1.50498,238.282,0
53,107607,52.7324,1.16403,425.995,0
54,103735,29.8215,0.682793,786.102,0
55,99998.9,18.3977,0.436946,1483.82,0
56,96401.7,43.6185,1.07475,2838.7,0
57,92932.8,54.0837,1.38244,5452.18,0
58,89655.2,42.4883,1.12569,10413.3,0
59,86676.4,48.8211,1.33798,19592.6,0
60,84123.6,69.0131,1.94901,35982.9,0
61,82217.8,110.376,3.19024,63941,2603.66
62,81287.7,200.122,5.85374,109026,2574.2
63,81756.6,250.674,7.2926,177016,2589.05
64,84221.8,336.146,9.49739,271765,2667.12
65,89192.6,516.463,13.7914,392100,6142.08
66,96946.2,673.205,16.549,528860,6676.02
67,107524,798.033,17.692,663993,7404.41
68,120487,906.924,17.9438,773480,8297.12
69,134897,1237.35,21.8846,834164,9289.45
70,149254,1506.1,24.0869,831956,10098.2
71,162312,1785.4,26.2688,767384,10981.6
72,173008,1601.41,22.0853,655376,11705.3
73,181207,2414.43,31.8576,519413,12260
74,185755,2193.36,28.2101,383289,4334.75
