timestep,biomass,catch,effort,recruitment,SSB
0,20730.6,0,8.62856,462.575,0
1,18729.8,0,6.6738,826.98,0
2,16938.4,27.8988,3.91468,1526.05,0
3,15355.1,16.1896,2.50516,2880.53,0
4,13978.2,36.2221,6.16187,5510.74,0
5,12814.8,42.6982,7.92598,10584.3,0
6,11960.1,32.4596,6.45395,20215.2,0
7,11585.5,37.3629,7.67111,38034.8,0
8,11949.7,56.0948,11.1743,69853.3,0
9,13487.3,103.476,18.2907,124128,427.114
10,16841.6,236.316,33.5615,211652,533.336
11,22834.4,398.46,41.8109,343640,723.115
12,32508.5,736.793,54.4517,527574,1029.47
13,46730.8,1529.97,79.0708,761180,3218.03
14,65742.4,2574.12,94.8807,1.02667e+06,4527.22
15,89300.1,3732.82,101.434,1.289e+06,6149.48
16,116361,4931.71,102.878,1.50155e+06,8012.99
17,145026,7460.7,125.472,1.61935e+06,9986.93
18,171441,9681.24,138.098,1.61507e+06,11599.3
19,193387,11878.3,150.608,1.48972e+06,13084.1
20,208866,10840.8,126.623,1.27227e+06,14131.3
21,220084,16283.6,182.65,1.00833e+06,14890.3
22,220147,14487.1,161.738,744075,5137.33
23,217007,14685.5,166.492,513465,5064.05
24,209534,17333.1,205.184,333118,4889.67
25,196225,12854.2,160.977,204446,4579.09
26,185280,9419.35,123.955,119538,4735.35
27,176328,15140.6,213.348,67102.2,4506.54
28,160544,15810.1,246.389,36466.9,4103.15
29,143480,13562.6,235.987,19356.6,3667.02
30,128357,12440.3,242.281,10127.8,3280.52
31,114194,11566,253.805,5272.9,365.709
32,100849,10400.5,258.695,2757.89,322.972
33,88693.1,9663.23,274.187,1462.9,284.043
34,77342.8,8446.34,274.869,794.233,247.693
35,67315.3,6226.6,230.668,445.357,312.402
36,59625.4,5603.64,234.554,260.206,276.714
37,52654.5,5291.19,251.702,159.584,244.363
38,46099.4,4207.45,227.447,103.446,213.942
39,40737.6,3481.48,212.295,71.4434,0
40,36196.8,2736.33,186.782,52.8346,0
41,32485.7,1774.54,133.457,41.907,0
42,29805.3,1764.54,144.992,35.8764,0
43,27187.4,1340.76,120.145,33.3081,0
44,25046.6,959.614,92.8008,33.3928,36.8022
45,23330.5,686.36,70.9273,36.1626,34.2807
46,21922.6,444.238,48.6237,42.471,32.212
47,20785.3,416.183,48.0395,53.8069,30.5409
48,19700.4,295.988,35.9544,73.0987,0
49,18759.5,138.351,17.5796,106.321,0
50,17997.2,87.3564,11.5553,164.677,0
51,17304.2,56.884,7.8196,269.447,0
52,16656.4,60.4085,8.62856,229.618,0
53,16023.9,44.968,6.6738,410.505,0
54,15429.5,25.4135,3.91468,757.518,0
55,14883.3,15.6922,2.50516,1429.87,0
56,14388.1,37.2841,6.16187,2735.48,0
57,13937.1,46.4375,7.92598,5253.93,0
58,13589,36.8804,6.45395,10034.7,0
59,13444.9,43.3594,7.67111,18880.1,0
60,13628.9,63.9773,11.1743,34674.5,0
61,14353.6,110.122,18.2907,61616,454.548
62,15930.7,223.535,33.5615,105062,504.49
63,18746.7,327.13,41.8109,170580,593.667
64,23347.9,529.171,54.4517,261883,739.378
65,30157,987.341,79.0708,377843,2076.7
66,39266.6,1537.47,94.8807,509630,2704.02
67,50592.8,2114.82,101.434,639848,3483.98
68,63651,2697.7,102.878,745355,4383.2
69,77515,3987.68,125.472,803832,5337.92
70,90227.1,5095.1,138.098,801705,6104.53
71,100717,6186.27,150.608,739481,6814.25
72,108000,5605.52,126.623,631545,7306.98
73,113238,8378.23,182.65,500527,7661.39
74,112872,7427.71,161.738,369352,2633.97
75,110982,7510.44,166.492,254879,2589.86
76,106962,8848.17,205.184,165357,2496.07
77,100029,6552.64,160.977,101485,2334.27
78,94348.5,4796.52,123.955,59337.4,2411.33
79,89713,7703.29,213.348,33308.9,2292.86
80,81625,8038.24,246.389,18101.8,2086.15
81,72904.9,6891.43,235.987,9608.41,1863.28
82,65186.8,6317.85,242.281,5027.35,1666.03
83,57967,5871.12,253.805,2617.42,185.641
84,51171.9,5277.32,258.695,1368.99,163.88
85,44987.1,4901.4,274.187,726.171,144.073
86,39216.7,4282.72,274.869,394.25,125.593
87,34121.7,3156.22,230.668,221.071,158.355
88,30215.2,2839.65,234.554,129.164,140.225
89,26675.7,2680.61,251.702,79.2162,123.799
90,23349.1,2131.06,227.447,51.3494,108.361
91,20628.8,1762.96,212.295,35.4639,0
92,18325.7,1385.34,186.782,26.2266,0
93,16443.7,898.24,133.457,20.8022,0
94,15084.2,893.016,144.992,17.8087,0
95,13757,678.431,120.145,16.5338,0
96,12671.7,485.494,92.8008,16.5759,18.6192
97,11801.8,347.197,70.9273,17.9508,17.341
98,11088.1,224.688,48.6237,21.0822,16.2923
99,10511.5,210.471,48.0395,26.7092,15.4451
100,9961.61,149.668,35.9544,36.2855,0
101,9484.76,69.9498,17.5796,52.7768,0
102,9098.3,44.1622,11.5553,81.7441,0
103,8747.02,28.7541,7.8196,133.751,0
104,8424.13,30.5522,8.62856,391.279,0
105,8113.51,22.769,6.6738,699.518,0
106,7830.59,12.8976,3.91468,1290.84,0
107,7588.44,8.00084,2.50516,2436.55,0
108,7403.62,19.1852,6.16187,4661.37,0
109,7301.76,24.3291,7.92598,8952.91,0
110,7366.95,19.9938,6.45395,17099.5,0
111,7748.54,24.9889,7.67111,32172.5,0
112,8676.74,40.7307,11.1743,59086.8,0
113,10526.6,80.7609,18.2907,104996,333.353
114,13847.5,194.304,33.5615,179030,438.52
115,19337.4,337.438,41.8109,290675,612.374
116,27878.9,631.865,54.4517,446259,882.865
117,40207.6,1316.4,79.0708,643860,2768.82
118,56525.3,2213.23,94.8807,868431,3892.51
119,76631.4,3203.26,101.434,1.09033e+06,5277.08
120,99653.1,4223.57,102.878,1.27012e+06,6862.42
121,123993,6378.68,125.472,1.36976e+06,8538.52
122,146385,8266.32,138.098,1.36614e+06,9904.03
123,164962,10132.3,150.608,1.26011e+06,11160.9
124,178041,9240.86,126.623,1.07618e+06,12045.8
125,187513,13873.7,182.65,852918,12686.7
126,187505,12339,161.738,629391,4375.6
127,184791,12505.4,166.492,434325,4312.28
128,178406,14758.1,205.184,281775,4163.26
129,167062,10943.8,160.977,172935,3898.54
130,157738,8019.16,123.955,101113,4031.44
131,150115,12889.8,213.348,56759.7,3836.61
132,136679,13459.8,246.389,30846.2,3493.2
133,122152,11546.6,235.987,16373.1,3121.93
134,109279,10591.2,242.281,8566.81,2792.92
135,97221.8,9846.99,253.805,4460.19,311.356
136,85861.7,8854.87,258.695,2332.82,274.975
137,75513.5,8227.29,274.187,1237.43,241.834
138,65850.7,7191.33,274.869,671.818,210.889
139,57313.9,5301.47,230.668,376.714,265.987
140,50767.1,4771.13,234.554,220.1,235.604
141,44832.3,4505.15,251.702,134.988,208.061
142,39251.4,3582.44,227.447,87.5015,182.161
143,34686.4,2964.34,212.295,60.4319,0
144,30820.4,2329.9,186.782,44.6913,0
145,27660.8,1510.98,133.457,35.4479,0
146,25378.6,1502.47,144.992,30.3468,0
147,23149.8,1141.64,120.145,28.1743,0
148,21327,817.104,92.8008,28.246,31.3368
149,19865.9,584.434,70.9273,30.5889,29.1899
150,18667.2,378.27,48.6237,35.925,27.4286
151,17698.8,354.383,48.0395,45.5137,26.0058
152,16775.1,252.037,35.9544,61.8321,0
153,15974,117.808,17.5796,89.9339,0
154,15324.9,74.3855,11.5553,139.295,0
155,14734.8,48.4378,7.8196,227.917,0
156,14185.7,51.4481,8.62856,321.097,0
157,13651.7,38.3108,6.6738,574.05,0
158,13153.8,21.6654,3.91468,1059.31,0
159,12704.5,13.395,2.50516,1999.52,0
160,12313,31.9068,6.16187,3825.29,0
161,11986.7,39.9389,7.92598,7347.08,0
162,11800.5,32.0263,6.45395,14032.4,0
163,11885.2,38.3296,7.67111,26401.9,0
164,12423.1,58.3171,11.1743,48488.8,0
